Program ID,University,Program,Level,Language,Start Date,Tuition Covered,Accomodation covered?,Living Expense Covered?,Tuition fees to pay,Original Tuition fee,Accomodation to pay,Living expense to pay,School Logo
524,Zhejiang A & F University,Biotechnology and Molecular Biology,Master,Chinese,"Sep,2024",30000,No,No,0,"20,000",0,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
525,Zhejiang A & F University,Genetics,Master,Chinese,"Sep,2024",30000,No,No,0,"20,000",0,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
526,Zhejiang A & F University,Microbiology,Master,Chinese,"Sep,2024",30000,No,No,0,"20,000",0,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
527,Zhejiang A & F University,Botany,Master,Chinese,"Sep,2024",30000,No,No,0,"20,000",0,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
528,Zhejiang A & F University,Food processing and safety,Master,Chinese,"Sep,2024",30000,No,No,0,"20,000",0,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
529,Zhejiang A & F University,Forest Management,Master,Chinese,"Sep,2024",30000,No,No,0,"20,000",0,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
530,Zhejiang A & F University,Chemical Processing Engineering of Forest Industry,Master,Chinese,"Sep,2024",30000,No,No,0,"20,000",0,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
531,Zhejiang A & F University,Farming,Master,Chinese,"Sep,2024",30000,No,No,0,"20,000",0,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
532,Zhejiang A & F University,Zoology,Master,Chinese,"Sep,2024",30000,No,No,0,"20,000",0,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
533,Zhejiang A & F University,Forest Engineering,Master,Chinese,"Sep,2024",30000,No,No,0,"20,000",0,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
534,Zhejiang A & F University,Wood Science and Technology,Master,Chinese,"Sep,2024",30000,No,No,0,"20,000",0,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
535,Northeast Forestry University,Information and Communication Engineering,Master,Chinese,"Sep,2024",Yes,Yes,No,0-15000 RMB,30000,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
536,Northeast Forestry University,Computer Science and Technology,Master,Chinese,"Sep,2024",Yes,Yes,No,0-15000 RMB,30000,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
537,Northeast Forestry University,Foreign Languages and Literature,Master,Chinese,"Sep,2024",Yes,Yes,No,0-15000 RMB,30000,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
538,Northeast Forestry University,Transportation Engineering(College of Traffic and Transportation),Master,Chinese,"Sep,2024",Yes,Yes,No,0-15000 RMB,30000,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
539,Northeast Forestry University,Law,Master,Chinese,"Sep,2024",Yes,Yes,No,0-15000 RMB,30000,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
540,Northeast Forestry University,Control Science and Engineering,Master,Chinese,"Sep,2024",Yes,Yes,No,0-15000 RMB,30000,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
541,Northeast Forestry University,Civil Engineering,Master,Chinese,"Sep,2024",Yes,Yes,No,0-15000 RMB,30000,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
542,Northeast Forestry University,Mechanical Engineering,Master,Chinese,"Sep,2024",Yes,Yes,No,0-15000 RMB,30000,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
543,Northeast Forestry University,Forestry Engineering(College of Engineering and Technology),Master,Chinese,"Sep,2024",Yes,Yes,No,0-15000 RMB,30000,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
544,Northeast Forestry University,Design Science,Master,Chinese,"Sep,2024",Yes,Yes,No,0-15000 RMB,30000,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
545,Northeast Forestry University,Management Science and Engineering(College of Engineering and Technology),Master,Chinese,"Sep,2024",Yes,Yes,No,0-15000 RMB,30000,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
546,Northeast Forestry University,Public Administration,Master,Chinese,"Sep,2024",Yes,Yes,No,0-15000 RMB,30000,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
547,Northeast Forestry University,Agricultural and Forestry Economics and Management,Master,Chinese,"Sep,2024",Yes,Yes,No,0-15000 RMB,30000,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
548,Northeast Forestry University,Business Administration,Master,Chinese,"Sep,2024",Yes,Yes,No,0-15000 RMB,30000,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
549,Northeast Forestry University,Chemistry,Master,Chinese,"Sep,2024",Yes,Yes,No,0-15000 RMB,30000,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
550,Northeast Forestry University,Pharmacy,Master,Chinese,"Sep,2024",Yes,Yes,No,0-15000 RMB,30000,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
551,Northeast Forestry University,Urban and Rural Planning,Master,Chinese,"Sep,2024",Yes,Yes,No,0-15000 RMB,30000,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
552,Northeast Forestry University,Animal Husbandry,Master,Chinese,"Sep,2024",Yes,Yes,No,0-15000 RMB,30000,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
553,Northeast Forestry University,Biology (College of Chemistry Chemical Engeering and Recource Utilization),Master,Chinese,"Sep,2024",Yes,Yes,No,0-15000 RMB,30000,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
554,Northeast Forestry University,Landscape Architecture,Master,Chinese,"Sep,2024",Yes,Yes,No,0-15000 RMB,30000,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
555,Northeast Forestry University,Biology,Master,English,"Sep,2024",Yes,Yes,No,0-15000 RMB,30000,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
556,Northeast Forestry University,Applied Economics,Master,English,"Sep,2024",Yes,Yes,No,0-15000 RMB,30000,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
557,Northeast Forestry University,Marxist Theory,Master,Chinese,"Sep,2024",Yes,Yes,No,0-15000 RMB,30000,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
558,Northeast Forestry University,Forestry,Master,English,"Sep,2024",Yes,Yes,No,0-15000 RMB,30000,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
559,Northeast Forestry University,Food Science and Engineering,Master,English,"Sep,2024",Yes,Yes,No,0-15000 RMB,30000,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1360.png
560,Northeast Forestry University,Environmental Science and Engineering,Master,English,"Sep,2024",Yes,Yes,No,0-15000 RMB,30000,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1360.png
561,Northeast Forestry University,Ecology (College of Wildlife and Protected Area),Master,Chinese,"Sep,2024",Yes,Yes,No,0-15000 RMB,30000,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1360.png
562,Northeast Forestry University,Ecology (School of Forestry),Master,Chinese,"Sep,2024",Yes,Yes,No,0-15000 RMB,30000,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1360.png
563,Northeast Forestry University,Environmental Science and Engineering,Master,Chinese,"Sep,2024",Yes,Yes,No,0-15000 RMB,30000,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1360.png
564,Northeast Forestry University,Food Science and Engineering,Master,Chinese,"Sep,2024",Yes,Yes,No,0-15000 RMB,30000,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1360.png
565,Northeast Forestry University,Forestry (College of Wildlife and Protected Area),Master,Chinese,"Sep,2024",Yes,Yes,No,0-15000 RMB,30000,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1360.png
566,Northeast Forestry University,Forestry (School of Forestry),Master,Chinese,"Sep,2024",Yes,Yes,No,0-15000 RMB,30000,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1360.png
567,Northeast Petroleum University,Oil-Gas Storage and Transportation Engineering,Master,English,"Aug,2024","4,500 to 13,000",No,No,"0 - 8,500 RMB/Year","13,000","4,500 RMB/Year（double room）","About 1,000-2,000 RMB/month",https://www.cucas.cn//resource/new/images/school/logo/logo_1360.png
568,Zhejiang A & F University,Silviculture,Master,Chinese,"Sep,2024",30000,No,No,0,"20,000",0,About 700-1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1360.png
569,Zhongyuan University of Technology,Materials Science and Engineering,Master,English,"Sep,2023","20,000",No,No,0,"20,000",2400 (twin room),"Tuition: 20,000 0
Accommodation: 2400 (twin room)",https://www.cucas.cn//resource/new/images/school/logo/logo_1360.png
570,Zhongyuan University of Technology,Textile Chemistry and Dyeing and Finishing Engineering,Master,English,"Sep,2023","20,000",No,No,0,"20,000",2400 (twin room),"Tuition: 20,000 0
Accommodation: 2400 (twin room)",https://www.cucas.cn//resource/new/images/school/logo/logo_1360.png
571,University of Nottingham Ningbo China,MSc International Business (Supply Chain Management),Master,English,"Sep,2024",,No,No,0-,"110,000","Tuition: 110,000 0-110,000","Tuition: 110,000 0-110,000",https://www.cucas.cn//resource/new/images/school/logo/logo_1360.png
572,Ningbo University,Mechanics,Phd,English,"Sep,2023","30,000",No,No,0,"20,000-30,000",About 4000/year,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_126.png
573,Ningbo University,Human Movement Science,Phd,English,"Sep,2023","30,000",No,No,0,"20,000-30,000",About 4000/year,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_126.png
574,Ningbo University,Clinical Medicine,Phd,Chinese,"Sep,2023","30,000",No,No,0,"20,000-30,000",About 4000/year,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_126.png
575,Ningbo University,Communications and Information System,Phd,English,"Sep,2023","30,000",No,No,0,"20,000-30,000",About 4000/year,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_126.png
576,Ningbo University,Bioprospecting of Aquatic Resources,Phd,English,"Sep,2023","30,000",No,No,0,"20,000-30,000",About 4000/year,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_126.png
577,Ningbo University,Micro-Nano Electronics and Integrated Circuits,Phd,English,"Sep,2023","30,000",No,No,0,"20,000-30,000",About 4000/year,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_126.png
578,Ningbo University,Clinical Medicine,Phd,Chinese,"Sep,2023","30,000",No,No,0,"20,000-300,00",About 4000/year,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_126.png
579,Ningbo University,Offshore Engineering and Dynamics,Phd,English,"Sep,2023","30,000",No,No,0,"20,000-300,00",About 4000/year,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_126.png
580,Ningbo University,Mechanics,Phd,English,"Sep,2023","30,000",No,No,0,"20,000-300,00",About 4000/year,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_126.png
581,Ningbo University,Physical Electronics,Phd,English,"Sep,2023","30,000",No,No,0,"20,000-300,00",About 4000/year,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_126.png
582,Ningbo University,Communications and Information System,Phd,English,"Sep,2023","30,000",No,No,0,"20,000-300,00",About 4000/year,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_126.png
583,Ningbo University,Bioprospecting of Aquatic Resources,Phd,English,"Sep,2023","30,000",No,No,0,"20,000-300,00",About 4000/year,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_126.png
584,Ningbo University,Physical Electronics,Phd,English,"Sep,2023","30,000",No,No,0,"20,000-30,000",About 4000/year,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_126.png
585,Ningbo University,Aquaculture,Phd,English,"Sep,2023","30,000",No,No,0,"20,000-30,000",About 4000/year,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_126.png
586,Ningbo University,Fishery Facilities and Equipment,Phd,English,"Sep,2023","30,000",No,No,0,"20,000-30,000",About 4000/year,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_126.png
587,Ningbo University,Human Movement Science,Phd,English,"Sep,2023","30,000",No,No,0,"20,000-300,00",About 4000/year,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_126.png
588,Ningbo University,Offshore Engineering and Dynamics,Phd,English,"Sep,2023","30,000",No,No,0,"20,000-30,000",About 4000/year,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_126.png
589,Ningbo University,Micro-Nano Electronics and Integrated Circuits,Phd,English,"Sep,2023","30,000",No,No,0,"20,000-300,00",About 4000/year,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_126.png
590,Ningbo University,Fishery Facilities and Equipment,Phd,English,"Sep,2023","30,000",No,No,0,"20,000-300,00",About 4000/year,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_126.png
591,Ningbo University,Aquaculture,Phd,English,"Sep,2023","30,000",No,No,0,"20,000-300,00",About 4000/year,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_126.png
592,Zhejiang Gongshang University,Food Science and Engineering(Processing and Preservation of Agricultural Products),Phd,Chinese,"Sep,2024",Yes,Yes,Yes,"0 - 5,000","30,000-36,000",250-1100/month 0,about 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
593,Zhejiang Gongshang University,Food Science and Engineering(Food Biotechnology),Phd,Chinese,"Sep,2024",Yes,Yes,Yes,"0 - 5,000","30,000-36,000",250-1100/month 0,about 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
594,Zhejiang Gongshang University,Food Science and Engineering(Processing and Preservation of Aquatic Products),Phd,Chinese,"Sep,2024",Yes,Yes,Yes,"0 - 5,000","30,000-36,000",250-1100/month 0,about 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
595,Zhejiang Gongshang University,Food Science and Engineering(Food Nutrition: Food Science and Nutrition),Phd,Chinese,"Sep,2024",Yes,Yes,Yes,"0 - 5,000","30,000-36,000",250-1100/month 0,about 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
596,Zhejiang Gongshang University,Food Science and Engineering(Food Safety: Food Quality and Safety),Phd,Chinese,"Sep,2024",Yes,Yes,Yes,"0 - 5,000","30,000-36,000",250-1100/month 0,about 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
597,Zhejiang Gongshang University,Linguistics and Applied Linguistics in Foreign Languages,Phd,English,"Sep,2024",Yes,Yes,Yes,"0 - 5,000","30,000-36,000",250-1100/month 0,about 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
598,Zhejiang Gongshang University,International Law,Phd,English,"Sep,2024",Yes,Yes,Yes,"0 - 5,000","30,000-36,000",250-1100/month 0,about 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
599,Zhejiang Gongshang University,"Financial Statistics, Risk Management and Insurance Actuarial",Phd,English,"Sep,2024",Yes,Yes,Yes,"0 - 5,000","30,000-36,000",250-1100/month 0,about 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
600,Zhejiang Gongshang University,Accounting,Phd,English,"Sep,2024",Yes,Yes,Yes,"0 - 5,000","30,000-36,000",250-1100/month 0,about 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
601,Zhejiang Gongshang University,Business Administration,Phd,English,"Sep,2024",Yes,Yes,Yes,"0 - 5,000","30,000-36,000",250-1100/month 0,about 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
602,Zhejiang Gongshang University,Food Science and Engineering(Food Biotechnology),Phd,English,"Sep,2024",Yes,Yes,Yes,"0 - 5,000","30,000-36,000",250-1100/month 0,about 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
603,Zhejiang Gongshang University, Linguistics and Applied Linguistics in Foreign Languages,Phd,Chinese,"Sep,2024",Yes,Yes,Yes,"0 - 5,000","30,000-36,000",250-1100/month 0,about 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
604,Zhejiang Gongshang University,Food Science and Engineering(Food Nutrition: Food Science and Nutrition),Phd,English,"Sep,2024",Yes,Yes,Yes,"0 - 5,000","30,000-36,000",250-1100/month 0,about 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
605,Zhejiang Gongshang University,Food Science and Engineering(Food Safety: Food Quality and Safety),Phd,English,"Sep,2024",Yes,Yes,Yes,"0 - 5,000","30,000-36,000",250-1100/month 0,about 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
606,Zhejiang Gongshang University,Food Science and Engineering(Processing and Preservation of Agricultural Products),Phd,English,"Sep,2024",Yes,Yes,Yes,"0 - 5,000","30,000-36,000",250-1100/month 0,about 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
607,Zhejiang Gongshang University,Food Science and Engineering(Processing and Preservation of Aquatic Products),Phd,English,"Sep,2024",Yes,Yes,Yes,"0 - 5,000","30,000-36,000",250-1100/month 0,about 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
608,Northeast Forestry University,Biology (College of Life Science),Phd,Chinese,"Sep,2024",Yes,Yes,No,0 -19000RMB,38000,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
609,Northeast Forestry University,Ecology (School of Forestry),Phd,Chinese,"Sep,2024",Yes,Yes,No,0 -19000RMB,38000,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
610,Northeast Forestry University,Forestry Engineering,Phd,English,"Sep,2024",Yes,Yes,No,0 -19000RMB,38000,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
611,Northeast Forestry University,Forestry (School of Forestry),Phd,Chinese,"Sep,2024",Yes,Yes,No,0 -19000RMB,38000,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
612,Northeast Forestry University,Traffic Engineering,Phd,Chinese,"Sep,2024",Yes,Yes,No,0 -19000RMB,38000,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
613,Northeast Forestry University,Forestry Engineering(College of Mechanical and Electrical Engineering),Phd,Chinese,"Sep,2024",Yes,Yes,No,0 -19000RMB,38000,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
614,Northeast Forestry University,Marxist Theory,Phd,Chinese,"Sep,2024",Yes,Yes,No,0 -19000RMB,38000,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
615,Northeast Forestry University,Forestry Engineering(College of Information and Computer Engineering),Phd,Chinese,"Sep,2024",Yes,Yes,No,0 -19000RMB,38000,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
616,Northeast Forestry University,Forestry Engineering(College of Material Science and Engineering),Phd,Chinese,"Sep,2024",Yes,Yes,No,0 -19000RMB,38000,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
617,Northeast Forestry University,Transportation Engineering,Phd,Chinese,"Sep,2024",Yes,Yes,No,0 -19000RMB,38000,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
618,Northeast Forestry University,Mechanical Engineering,Phd,Chinese,"Sep,2024",Yes,Yes,No,0 -19000RMB,38000,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
619,Northeast Forestry University,Agricultural and Forestry Economics and Management,Phd,Chinese,"Sep,2024",Yes,Yes,No,0 -19000RMB,38000,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
620,Northeast Forestry University,Forestry Engineering(College of Engineering and Technology),Phd,Chinese,"Sep,2024",Yes,Yes,No,0 -19000RMB,38000,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
621,Northeast Forestry University,Biology (College of Chemistry Chemical Engeering and Recource Utilization),Phd,Chinese,"Sep,2024",Yes,Yes,No,0 -19000RMB,38000,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
622,Northeast Forestry University,Biology,Phd,English,"Sep,2024",Yes,Yes,No,0 -19000RMB,38000,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
623,Northeast Forestry University,Forestry(College of Wildlife and Protected Area),Phd,Chinese,"Sep,2024",Yes,Yes,No,0 -19000RMB,38000,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
624,Northeast Forestry University,Landscape Architecture,Phd,Chinese,"Sep,2024",Yes,Yes,No,0 -19000RMB,38000,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
625,Northeast Forestry University,Forestry,Phd,English,"Sep,2024",Yes,Yes,No,0 -19000RMB,38000,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
626,Northeast Forestry University,Ecology,Phd,English,"Sep,2024",Yes,Yes,No,0 -19000RMB,38000,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
627,Northeast Forestry University,Ecology (College of Wildlife and Protected Area),Phd,Chinese,"Sep,2024",Yes,Yes,No,0 -19000RMB,38000,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
628,Northeast Forestry University,Chemistry,Phd,Chinese,"Sep,2024",Yes,Yes,No,0 -19000RMB,38000,0-1000/month,1500/month,https://www.cucas.cn//resource/new/images/school/logo/logo_142.png
629,SIAS University,Summer Camp,Non-Degree,Chinese,"Oct,2023",14900,No,No,5000,14900,Depends.,1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1069.png
630,SIAS University,Summer Camp,Non-Degree,Chinese,"Jul,2024",14900,No,No,5000,14900,Depends.,1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1069.png
631,SIAS University,Chinese Language and Cultural Program,Non-Degree,Chinese,"Aug,2023",14900,No,No,5000,14900,Depends.,1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1069.png
632,Beijing Chinese Language and Culture College,Chinese Language Class,Non-Degree,Chinese,"Sep,2023",1000-5000,No,No,2600-7600,"9,600",About 1700/month,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1069.png
633,Ningbo University,Chinese Language Program,Non-Degree,Chinese,"Sep,2023","6,000",No,No,10000,16000,About 4000/year,About 1000/month,https://www.cucas.cn//resource/new/images/school/logo/logo_1069.png
634,Sanquan Medical College,Chinese Language Program,Non-Degree,Chinese,"Sep,2023",10000,No,No,5000,10000,4500RMB/Year,1000RMB/Mont,https://www.cucas.cn//resource/new/images/school/logo/logo_1069.png
635,Sanquan Medical College,Chinese Language Program,Non-Degree,Chinese,"Mar,2024",10000,No,No,5000,10000,4500RMB/Year,1000RMB/Mont,https://www.cucas.cn//resource/new/images/school/logo/logo_1069.png
636,Xi'an Shiyou University,Chinese Language Program,Non-Degree,Chinese,"Sep,2023",6000,No,No,6000,12000,7500,"around 1000/month, depends on yourself",https://www.cucas.cn//resource/new/images/school/logo/logo_1069.png
637,Shandong University of Traditional Chinese Medicine,TCM Chinese Language Program,Non-Degree,Chinese,"Sep,2023",7500,No,No,0,7500,2000-4000/semester,1500/mont,https://www.cucas.cn//resource/new/images/school/logo/logo_1069.png
638,Northeast Petroleum University,Long-term Chinese Program,Non-Degree,Chinese,"Aug,2024","4,500 to 9,000",No,No,"0 - 4,500 RMB","9,000","4,500 RMB/year for double room","1,000-2,000RMB/Month",https://www.cucas.cn//resource/new/images/school/logo/logo_1069.png
639,Shenyang University of Chemical Technology,Chinese Language Programs,Non-Degree,Chinese,"Sep,2023","4,000",No,No,8000,"12,000",6000RMB/year for double room,2000RMB around /Month,https://www.cucas.cn//resource/new/images/school/logo/logo_1069.png
640,Shenyang University of Chemical Technology,Chinese Language Programs,Non-Degree,Chinese,"Mar,2024","4,000",No,No,8000,"12,000",6000RMB/year for double room,2000RMB around /Month,https://www.cucas.cn//resource/new/images/school/logo/logo_1069.png
