title	slug	provider	url	host	http	pageTitle	reason
University of Chicago PREP (Post-Baccalaureate Research Education Program)	university-of-chicago-prep-post-baccalaureate-research-education-program	University of Chicago	http://bsdprep.uchicago.edu/	bsdprep.uchicago.edu	200	PREP (Post-Baccalaureate Research Education Program) &#8211; PREP (Post-Baccalaureate Research Education Program)	title match 4/6
College of Behavioral and Social Sciences (BSOS) Summer Research Initiative (SRI)	college-of-behavioral-and-social-sciences-bsos-summer-research-initiative-sri	University of Maryland, College Park	https://bsos.umd.edu/diversity/summer-research-initiative	bsos.umd.edu	200	Summer Research Initiative | The College of Behavioral and Social Sciences	title match 7/7
Engineering Fellowship and Scholarship Fund at the University of Buffalo 2026	engineering-fellowship-and-scholarship-fund-at-the-university-of-buffalo-2026	State University of New York at Buffalo (University at Buffalo (UB) or SUNY Buffalo)	https://buffalo.academicworks.com/opportunities/21247	buffalo.academicworks.com	200	Engineering Fellowship and Scholarship Fund - University at Buffalo Scholarship Portal	title match 5/5
UB Fund for the School of Engineering and Applied Sciences at the University of Buffalo 2026	ub-fund-for-the-school-of-engineering-and-applied-sciences-at-the-university-of-buffalo-2026	State University of New York at Buffalo (University at Buffalo (UB) or SUNY Buffalo)	https://buffalo.academicworks.com/opportunities/20686	buffalo.academicworks.com	200	UB Fund for the School of Engineering and Applied Sciences - University at Buffalo Scholarship Portal	title match 6/6
Swaran Vasu International Honors Engineering Scholarship at the Univesity of Buffalo 2026	swaran-vasu-international-honors-engineering-scholarship-at-the-univesity-of-buffalo-2026	State University of New York at Buffalo (University at Buffalo (UB) or SUNY Buffalo)	https://buffalo.academicworks.com/opportunities/20313	buffalo.academicworks.com	200	Swaran Vasu International Honors Engineering Scholarship - University at Buffalo Scholarship Portal	title match 6/7
Terry Spencer Leadership Scholarship at the Univesity of Buffalo 2026	terry-spencer-leadership-scholarship-at-the-univesity-of-buffalo-2026	State University of New York at Buffalo (University at Buffalo (UB) or SUNY Buffalo)	https://buffalo.academicworks.com/opportunities/21733	buffalo.academicworks.com	200	Terry Spencer Leadership Scholarship - University at Buffalo Scholarship Portal	title match 5/6
Professor Edward P. Furlani Scholarship at the Univesity of Buffalo 2026	professor-edward-p-furlani-scholarship-at-the-univesity-of-buffalo-2026	State University of New York at Buffalo (University at Buffalo (UB) or SUNY Buffalo)	https://buffalo.academicworks.com/opportunities/21663	buffalo.academicworks.com	200	Professor Edward P. Furlani Scholarship - University at Buffalo Scholarship Portal	title match 5/6
Student Equipment and Endeavors at the Univesity of Buffalo 2026	student-equipment-and-endeavors-at-the-univesity-of-buffalo-2026	State University of New York at Buffalo (University at Buffalo (UB) or SUNY Buffalo)	https://buffalo.academicworks.com/opportunities/21444	buffalo.academicworks.com	200	Student Equipment and Endeavors - University at Buffalo Scholarship Portal	title match 4/5
Usha and Ashish Academic Achievement Scholarship at the University of Buffalo 2026	usha-and-ashish-academic-achievement-scholarship-at-the-university-of-buffalo-2026	State University of New York at Buffalo (University at Buffalo (UB) or SUNY Buffalo)	https://buffalo.academicworks.com/opportunities/25083	buffalo.academicworks.com	200	Usha and Ashish Academic Achievement Scholarship - University at Buffalo Scholarship Portal	title match 6/6
William Nemmer Scholarship in Industrial Engineering at the University of Buffalo 2026	william-nemmer-scholarship-in-industrial-engineering-at-the-university-of-buffalo-2026	State University of New York at Buffalo (University at Buffalo (UB) or SUNY Buffalo)	https://buffalo.academicworks.com/opportunities/25385	buffalo.academicworks.com	200	William Nemmer Scholarship in Industrial Engineering - University at Buffalo Scholarship Portal	title match 7/7
William G. & Emily G. C. Hankin Fund at the University of Buffalo 2026	william-g-emily-g-c-hankin-fund-at-the-university-of-buffalo-2026	State University of New York at Buffalo (University at Buffalo (UB) or SUNY Buffalo)	https://buffalo.academicworks.com/opportunities/21628	buffalo.academicworks.com	200	William G. &amp; Emily G. C. Hankin Fund - University at Buffalo Scholarship Portal	title match 5/5
Robert M. Gumtow Scholarship Fund - P1 at the University of Buffalo 2026	robert-m-gumtow-scholarship-fund-p1-at-the-university-of-buffalo-2026	State University of New York at Buffalo (University at Buffalo (UB) or SUNY Buffalo)	https://buffalo.academicworks.com/opportunities/20008	buffalo.academicworks.com	200	Robert M. Gumtow Scholarship Fund - P1 - University at Buffalo Scholarship Portal	title match 5/5
Samuel R. McLernon and Nancy McLernon Memorial Scholarships at the Univesity of Buffalo 2026	samuel-r-mclernon-and-nancy-mclernon-memorial-scholarships-at-the-univesity-of-buffalo-2026	State University of New York at Buffalo (University at Buffalo (UB) or SUNY Buffalo)	https://buffalo.academicworks.com/opportunities/21072	buffalo.academicworks.com	200	Samuel R. McLernon and Nancy McLernon Memorial Scholarships - University at Buffalo Scholarship Portal	title match 7/8
Megan Forever Family Scholarship at the University of Buffalo 2026	megan-forever-family-scholarship-at-the-university-of-buffalo-2026	State University of New York at Buffalo (University at Buffalo (UB) or SUNY Buffalo)	https://buffalo.academicworks.com/opportunities/21765	buffalo.academicworks.com	200	Megan Forever Family Scholarship - University at Buffalo Scholarship Portal	title match 6/6
Buffalo Section Of The American Society Of Civil Engineers at the University of Buffalo 2026	buffalo-section-of-the-american-society-of-civil-engineers-at-the-university-of-buffalo-2026	State University of New York at Buffalo (University at Buffalo (UB) or SUNY Buffalo)	https://buffalo.academicworks.com/opportunities/19728	buffalo.academicworks.com	200	Buffalo Section Of The American Society Of Civil Engineers - University at Buffalo Scholarship Portal	title match 8/8
William G. & Emily G. C. Hankin Fund - P1 at the University of Buffalo 2026	william-g-emily-g-c-hankin-fund-p1-at-the-university-of-buffalo-2026	State University of New York at Buffalo (University at Buffalo (UB) or SUNY Buffalo)	https://buffalo.academicworks.com/opportunities/21627	buffalo.academicworks.com	200	William G. &amp; Emily G. C. Hankin Fund - P1 - University at Buffalo Scholarship Portal	title match 5/5
Amruth Sivalenka Student Award for Excellence in Operations Research at the University of Buffalo 2026	amruth-sivalenka-student-award-for-excellence-in-operations-research-at-the-university-of-buffalo-2026	State University of New York at Buffalo (University at Buffalo (UB) or SUNY Buffalo)	https://buffalo.academicworks.com/opportunities/20281	buffalo.academicworks.com	200	Amruth Sivalenka Student Award for Excellence in Operations Research - University at Buffalo Scholarship Portal	title match 9/9
Ramamurthy Madurai Scholarship at the Univesity of Buffalo 2026	ramamurthy-madurai-scholarship-at-the-univesity-of-buffalo-2026	State University of New York at Buffalo (University at Buffalo (UB) or SUNY Buffalo)	https://buffalo.academicworks.com/opportunities/21494	buffalo.academicworks.com	200	Ramamurthy Madurai Scholarship - University at Buffalo Scholarship Portal	title match 4/5
Photoacoustic Tomography Research Fund at the University of Buffalo 2026	photoacoustic-tomography-research-fund-at-the-university-of-buffalo-2026	State University of New York at Buffalo (University at Buffalo (UB) or SUNY Buffalo)	https://buffalo.academicworks.com/opportunities/20659	buffalo.academicworks.com	200	Photoacoustic Tomography Research Fund - University at Buffalo Scholarship Portal	title match 5/5
Michael Bauda Scholarship Endowment Fund at the University of Buffalo 2026	michael-bauda-scholarship-endowment-fund-at-the-university-of-buffalo-2026	State University of New York at Buffalo (University at Buffalo (UB) or SUNY Buffalo)	https://buffalo.academicworks.com/opportunities/20556	buffalo.academicworks.com	200	Michael Bauda Scholarship Endowment Fund - University at Buffalo Scholarship Portal	title match 6/6
Music Department Fellowship Fund at the University of Buffalo 2026	music-department-fellowship-fund-at-the-university-of-buffalo-2026	State University of New York at Buffalo (University at Buffalo (UB) or SUNY Buffalo)	https://buffalo.academicworks.com/opportunities/21030	buffalo.academicworks.com	200	Music Department Fellowship Fund - University at Buffalo Scholarship Portal	title match 5/5
Thomas and Marianne Weber Family Scholarship at the University of Buffalo 2026	thomas-and-marianne-weber-family-scholarship-at-the-university-of-buffalo-2026	State University of New York at Buffalo (University at Buffalo (UB) or SUNY Buffalo)	https://buffalo.academicworks.com/opportunities/24260	buffalo.academicworks.com	200	Thomas and Marianne Weber Family Scholarship - University at Buffalo Scholarship Portal	title match 7/7
Thomas and Stephanie Wilde Chairs Excellence Fund at the University of Buffalo 2026	thomas-and-stephanie-wilde-chairs-excellence-fund-at-the-university-of-buffalo-2026	State University of New York at Buffalo (University at Buffalo (UB) or SUNY Buffalo)	https://buffalo.academicworks.com/opportunities/26172	buffalo.academicworks.com	200	Thomas and Stephanie Wilde Chair&#39;s Excellence Fund - University at Buffalo Scholarship Portal	title match 6/7
Dr. John J. Cunat Scholarship at the University of Buffalo 2026	dr-john-j-cunat-scholarship-at-the-university-of-buffalo-2026	State University of New York at Buffalo (University at Buffalo (UB) or SUNY Buffalo)	https://buffalo.academicworks.com/opportunities/26174	buffalo.academicworks.com	200	Dr. John J. Cunat Scholarship - University at Buffalo Scholarship Portal	title match 4/4
School of Pharmacy Golf Tournament Scholarship Fund at the University of Buffalo 2026	school-of-pharmacy-golf-tournament-scholarship-fund-at-the-university-of-buffalo-2026	State University of New York at Buffalo (University at Buffalo (UB) or SUNY Buffalo)	https://buffalo.academicworks.com/opportunities/20360	buffalo.academicworks.com	200	School of Pharmacy Golf Tournament Scholarship Fund - University at Buffalo Scholarship Portal	title match 6/6
Speyer Fellow-Organic, Medicinal & Chemical Biology Endowed at the University of Buffalo 2026	speyer-fellow-organic-medicinal-chemical-biology-endowed-at-the-university-of-buffalo-2026	State University of New York at Buffalo (University at Buffalo (UB) or SUNY Buffalo)	http://buffalo.academicworks.com/opportunities/21000	buffalo.academicworks.com	200	Speyer Fellow-Organic, Medicinal &amp; Chemical Biology Endowed - University at Buffalo Scholarship Portal	title match 9/9
School of Pharmacy Scholarship Fund - P1 at the University of Buffalo 2026	school-of-pharmacy-scholarship-fund-p1-at-the-university-of-buffalo-2026	State University of New York at Buffalo (University at Buffalo (UB) or SUNY Buffalo)	https://buffalo.academicworks.com/opportunities/21620	buffalo.academicworks.com	200	School of Pharmacy Scholarship Fund - P1 - University at Buffalo Scholarship Portal	title match 5/5
Samuel B. Silbert Fellowship in Chemistry at the University of Buffalo 2026	samuel-b-silbert-fellowship-in-chemistry-at-the-university-of-buffalo-2026	State University of New York at Buffalo (University at Buffalo (UB) or SUNY Buffalo)	https://buffalo.academicworks.com/opportunities/20625	buffalo.academicworks.com	200	Samuel B. Silbert Fellowship in Chemistry - University at Buffalo Scholarship Portal	title match 6/6
